,place_id,name,main_category,categories,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
589,ChIJ65l039-HoDERfjthglZBBxw,Bình Thuỷ Quán,Nhà hàng gia đình,Nhà hàng gia đình,,"Bình Thuỷ Quán, 93 Đ. Cách Mạng Tháng 8, An Thới, Bình Thủy, Cần Thơ, Việt Nam","An Thới, Bình Thủy",93 Đ. Cách Mạng Tháng 8,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
590,ChIJMc921t6JoDERIw2zzvV6HtI,Tiệm ăn Bọ Đá,Quán ăn nhỏ,Quán ăn nhỏ,+84 333 340 310,"Tiệm ăn Bọ Đá, 110_112_114 Đ. Số 2, Khu Cán, Ninh Kiều, Cần Thơ, Việt Nam","Khu Cán, Ninh Kiều",110_112_114 Đ. Số 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
591,ChIJzbSTfJqJoDERAVy9WhHit14,Quán Cơm Phở Ngọc Hiệp,Nhà hàng,Nhà hàng,+84 942 854 722,"Quán Cơm Phở Ngọc Hiệp, 45 QL1A, Ba Láng, Cái Răng, Cần Thơ, Việt Nam","Ba Láng, Cái Răng",45 QL1A,Cần Thơ,,"Cái Răng, Cần Thơ",VN
593,ChIJjdzdWjmIoDERldVncrN2Rjg,Quán A.Lùn,Nhà hàng,Nhà hàng,,"2QG7+WG3 Quán A.Lùn, Hẻm 51, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều","2QG7+WG3, Hẻm 51",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
595,ChIJr1j3XKlioDERwMPFp2lBfyg,Quán nhậu 120,Quán ăn nhỏ,Quán ăn nhỏ,+84 932 476 898,"Quán nhậu 120, 120 Trần Quang Khải, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",120 Trần Quang Khải,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
596,ChIJEx9S5vVjoDERiE9HeA4Y9HI,Quán ăn Thùy Linh,Nhà hàng,Nhà hàng,+84 945 597 501,"Quán ăn Thùy Linh, 7 Đường A8, Hưng Phú, Cái Răng, Cần Thơ, Việt Nam","Hưng Phú, Cái Răng",7 Đường A8,Cần Thơ,,"Cái Răng, Cần Thơ",VN
597,ChIJBwQvNUtjoDERZtWDpF1TEi8,Buffet Tâm Bo,Nhà hàng,Nhà hàng,,"Buffet Tâm Bo, 31 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",31 Lê Lợi,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
603,ChIJK4nNeaaJoDERmsOKGn0uifA,CƠM PHẦN CHÍ THIỆN,Nhà hàng,Nhà hàng,+84 907 800 934,"CƠM PHẦN CHÍ THIỆN, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
606,ChIJz7ONPEeIoDERlP4wAvGCP4Q,Quán cơm tấm mẵn Long Xuyên,Quán ăn nhỏ,Quán ăn nhỏ,,"2QG4+XGQ Quán cơm tấm mẵn Long Xuyên, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",2QG4+XGQ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
608,ChIJzTJeZ6BioDERc7dhNnshz80,Quán Mì Thạnh Ký,Quán ăn nhỏ,Quán ăn nhỏ,+84 939 401 497,"Quán Mì Thạnh Ký, 22 Đ. Nguyễn Khuyến, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",22 Đ. Nguyễn Khuyến,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
609,ChIJ214a80qIoDERWErM_1b-Vjk,Quán Cơm 38,Nhà hàng,Nhà hàng,+84 979 013 751,"Quán Cơm 38, Hẻm 58 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",Hẻm 58 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
616,ChIJp_GO95GJoDERKp0hdrBRAMQ,Cơm gà Lê Trang,Quán ăn nhỏ,Quán ăn nhỏ,+84 944 015 012,"Cơm gà Lê Trang, 375 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ 02923, Việt Nam","An Hoà, Ninh Kiều",375 Đ. Nguyễn Văn Cừ,Cần Thơ,2923.0,"Ninh Kiều, Cần Thơ",VN
618,ChIJF8O9Id9joDERx_zN97Vt0Pw,Tiệm Cơm Nhật,Nhà hàng Nhật Bản,Nhà hàng Nhật Bản,+84 964 733 939,"Tiệm Cơm Nhật, 122 Trần Phú, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",122 Trần Phú,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
623,ChIJk53jETeIoDERXqvv_utD-qU,Cửa Hàng Ăn Uống Thanh Xuân,Nhà hàng,Nhà hàng,,"Cửa Hàng Ăn Uống Thanh Xuân, 195/4 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",195/4 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
624,ChIJiQ8e2QJjoDER9lhWjePanvg,Bánh canh ghẹ Minh Thư,Nhà hàng châu Á,Nhà hàng châu Á,,"Bánh canh ghẹ Minh Thư, 173 Trần Văn Khéo, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",173 Trần Văn Khéo,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
627,ChIJe-3Ex0mJoDERr-S4c3xGdb8,Ăn vặt 636,Quán ăn nhỏ,Quán ăn nhỏ,,"2Q87+QMX Ăn vặt 636, Hẻm 558, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều","2Q87+QMX, Hẻm 558",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
628,ChIJLw0PuEOJoDEROPT9zsnUFwo,ĂN VẶT TRÚC QUỲNH,Quán ăn nhỏ,Quán ăn nhỏ,+84 768 898 377,"2Q74+RX2 ĂN VẶT TRÚC QUỲNH, Hẻm 38 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều","2Q74+RX2, Hẻm 38 Đ. 3 Tháng 2",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
629,ChIJ0Qp6UkZ9oDERtkCNxGgzw_I,Quán Ăn Sáu Hương,Nhà hàng,Nhà hàng,+84 906 095 152,"Quán Ăn Sáu Hương, khóm 4 phường thành phước, Cái Vồn, Bình Minh, Vĩnh Long 890000, Việt Nam","Cái Vồn, Bình Minh",khóm 4 phường thành phước,Vĩnh Long,890000.0,"Bình Minh, Vĩnh Long",VN
631,ChIJLeQajAWJoDERpS57fzEw-oQ,quán Lẩu Trâu Hai Hiệp 2,Nhà hàng món lẩu,Nhà hàng món lẩu,,"quán Lẩu Trâu Hai Hiệp 2, 139B Đ. Nguyễn Đệ, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều",139B Đ. Nguyễn Đệ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
633,ChIJe8OEsM-JoDERuuYaG-oaIBA,Quán A Thái,Quán ăn nhỏ,Quán ăn nhỏ,+84 787 178 877,"Quán A Thái, 14 Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",14 Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
635,ChIJqWxWkeZjoDERWBZWZMFBGJE,Khô Mực Chiên Dì Bày,Quán ăn nhỏ,Quán ăn nhỏ,+84 939 990 569,"Khô Mực Chiên Dì Bày, 12A Đ. Trương Định, An Cư, Ninh Kiều, Cần Thơ, Việt Nam","An Cư, Ninh Kiều",12A Đ. Trương Định,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
636,ChIJyVoRwaBioDERsy-4BiGOu1w,Quán Bạch Tuột Nướng Số 1,Nhà hàng,Nhà hàng,+84 909 723 927,"Quán Bạch Tuột Nướng Số 1, 40 Đ. Trương Định, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",40 Đ. Trương Định,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
637,ChIJ4z1Bfm1joDERuj9JTwUPSyw,Mỳ Cay GangNam Cần Thơ,Quán ăn nhỏ,Quán ăn nhỏ,+84 932 936 363,"Mỳ Cay GangNam Cần Thơ, 40 Đ. Nguyễn Khuyến, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",40 Đ. Nguyễn Khuyến,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
638,ChIJffsl6c-JoDERaeAJ7eGoBOo,NHÀ HÀNG HẦM RƯỢU CÂY BÀNG,Nhà hàng,Nhà hàng,+84 387 976 510,"NHÀ HÀNG HẦM RƯỢU CÂY BÀNG, 136A Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ 270000, Việt Nam","Phường An Khánh, Ninh Kiều",136A Nguyễn Văn Cừ Nối Dài,Cần Thơ,270000.0,"Ninh Kiều, Cần Thơ",VN
640,ChIJfX_MURyJoDERz7CFZs-fStA,Ăn vặt Cần Thơ,Quán ăn nhỏ,Quán ăn nhỏ,+84 934 460 656,"Ăn vặt Cần Thơ, 12/1 Hẻm 51, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",12/1 Hẻm 51,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
641,ChIJudHrx3qJoDER7YE_9cDm9kA,"Diệp Thị Food - Cơm Gà Sốt, Cơm Bò Xào",Quán ăn nhỏ,Quán ăn nhỏ,+84 964 156 661,"Diệp Thị Food - Cơm Gà Sốt, Cơm Bò Xào, 381I Đ. Trần Nam Phú, Phường An Khánh, Ninh Kiều, Cần Thơ 94000, Việt Nam","Phường An Khánh, Ninh Kiều",381I Đ. Trần Nam Phú,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
642,ChIJp1rBETGJoDERLmRkP0_XuiA,Quán Ăn Gia Đình Thanh Nhã 1,Nhà hàng gia đình,Nhà hàng gia đình,+84 292 3783 235,"Quán Ăn Gia Đình Thanh Nhã 1, 71 Huỳnh Cương, P, Ninh Kiều, Cần Thơ 94000, Việt Nam","P, Ninh Kiều",71 Huỳnh Cương,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
643,ChIJnfo_JeSJoDERjZfwCDBpK9U,Quán ăn gia đình 41 Cần Thơ,Nhà hàng,Nhà hàng,,"Quán ăn gia đình 41 Cần Thơ, 144 Đ. Tú Xương, kdc hồng phát, Ninh Kiều, Cần Thơ, Việt Nam","kdc hồng phát, Ninh Kiều",144 Đ. Tú Xương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
650,ChIJK4BN40OJoDERQko2o7kfnxU,Dê Phố Núi,Nhà hàng gia đình,Nhà hàng gia đình,+84 988 062 108,"Dê Phố Núi, 180 Võ Văn Kiệt, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều",180 Võ Văn Kiệt,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
656,ChIJQRgjkJKJoDERkbiIhnJh2Jk,Quán Hương Biển 35k,Quán ăn nhỏ,Quán ăn nhỏ,,"2Q32+J48 Quán Hương Biển 35k, Số 7, Yên Bình, Cái Răng, Cần Thơ, Việt Nam","Yên Bình, Cái Răng","2Q32+J48, Số 7",Cần Thơ,,"Cái Răng, Cần Thơ",VN
662,ChIJd66x_SKIoDERbMUW0lE9vXo,Quán cơm tấm bình dân,Nhà hàng,Nhà hàng,,"2QJF+54R Quán cơm tấm bình dân, Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều","2QJF+54R, Đ. 3 Tháng 2",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
665,ChIJvSKNXmCJoDERmLRZ6q-fv-A,Quán Vịt Nấu Chao Cô Minh,Quán ăn nhỏ,Quán ăn nhỏ,+84 939 642 711,"Quán Vịt Nấu Chao Cô Minh, 1/1c Đ. Lý Tự Trọng, p, Ninh Kiều, Cần Thơ, Việt Nam","p, Ninh Kiều",1/1c Đ. Lý Tự Trọng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
666,ChIJWciXuBOIoDER5ywnemIxvwM,Quán Ăn Ven Sông 35k,Nhà hàng,Nhà hàng,+84 944 424 340,"Quán Ăn Ven Sông 35k, 6 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",6 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
667,ChIJJV60S9aHoDERFgGdpKZdY-U,Quán Ăn Gia Đình Ngày Mới,Nhà hàng,Nhà hàng,+84 919 065 676,"Quán Ăn Gia Đình Ngày Mới, Cầu Rạch Súc, Võ Văn Kiệt, Long Hoà, Bình Thủy, Cần Thơ 960530, Việt Nam","Long Hoà, Bình Thủy","Cầu Rạch Súc, Võ Văn Kiệt",Cần Thơ,960530.0,"Bình Thủy, Cần Thơ",VN
676,ChIJyQ9vEG6JoDER3doAxQxyXXw,Cơm Tấm Bà Bảy,Nhà hàng gia đình,Nhà hàng gia đình,,"2QP5+82P Cơm Tấm Bà Bảy, Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều","2QP5+82P, Nguyễn Văn Cừ Nối Dài",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
678,ChIJr7XuX1aIoDEROiMBK038NYM,Quán ăn sân vườn Cô Ba,Nhà hàng,Nhà hàng,+84 939 955 557,"Quán ăn sân vườn Cô Ba, 222PT KV Bình Thường B,P., An Bình, Bình Thủy, Cần Thơ, Việt Nam","An Bình, Bình Thủy","222PT KV Bình Thường B,P.",Cần Thơ,,"Bình Thủy, Cần Thơ",VN
679,ChIJG4OU71yJoDERR2LQrBPUXE0,Quán 333,Nhà hàng,Nhà hàng,,"Quán 333, 104 Đ.Xuân Thủy, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",104 Đ.Xuân Thủy,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
680,ChIJDWRqDJKJoDERZaGqtqJdZvY,Quán Nhậu Mũi Tàu,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán Nhậu Mũi Tàu, 260C/8 Đ. Trần Vĩnh Kiết, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",260C/8 Đ. Trần Vĩnh Kiết,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
685,ChIJ0SjlOi6JoDERI5zO4lVkvCk,Tiền ký,Nhà hàng Trung Quốc,Nhà hàng Trung Quốc,,"Tiền ký, 410h Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",410h Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
688,ChIJ_7QwzBaJoDERTOhhmhdaU6Y,Quán Ăn Gia Đình Sáu Đời 1,Nhà hàng,Nhà hàng,,"Quán Ăn Gia Đình Sáu Đời 1, 807 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",807 Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
692,ChIJoeLUbnNjoDERzLM19JsNNCM,Lẩu Bò Giáo Sĩ,Nhà hàng gia đình,Nhà hàng gia đình,,"Lẩu Bò Giáo Sĩ, 212 Trần Phú, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",212 Trần Phú,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
699,ChIJC3BWFKBioDERBmU-HSnzseU,Quán Phở Bò Kho 34,Quán ăn nhỏ,Quán ăn nhỏ,+84 902 959 730,"Quán Phở Bò Kho 34, 34 Đ. Đề Thám, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",34 Đ. Đề Thám,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
700,ChIJ7-YQRXyJoDERYjbYlQBncOo,Quán cháo gà ta 3 món Diễm ( Võ Văn Kiệt dời về),Quán ăn nhỏ,Quán ăn nhỏ,+84 777 821 721,"Quán cháo gà ta 3 món Diễm ( Võ Văn Kiệt dời về), 172 Đ. Nguyễn Đệ, An Hoà, Bình Thủy, Cần Thơ, Việt Nam","An Hoà, Bình Thủy",172 Đ. Nguyễn Đệ,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
701,ChIJtcJa5DSIoDER64xwvuE0x5o,quán ăn. Lẩu mắm Hương Quê,Nhà hàng,Nhà hàng,,"quán ăn. Lẩu mắm Hương Quê, 37 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",37 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
702,ChIJYXEYdWqJoDER3oCHwy6nJ40,Bún Thái 68 - PHƯƠNG TÂM CN4,Quán ăn nhỏ,Quán ăn nhỏ,,"Bún Thái 68 - PHƯƠNG TÂM CN4, 48 Đ. Trần Hoàng Na, khu dân cư, Ninh Kiều, Cần Thơ, Việt Nam","khu dân cư, Ninh Kiều",48 Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
703,ChIJPw9xiUGJoDERicCOag6hXdQ,Quán ăn LÚA VÀNG,Nhà hàng,Nhà hàng,+84 914 199 232,"Quán ăn LÚA VÀNG, 225 Trần Hưng Đạo, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",225 Trần Hưng Đạo,Cần Thơ,,"Cái Răng, Cần Thơ",VN
711,ChIJVXUPmLaJoDER2I-SyZNgaOI,Thái Street,Nhà hàng,Nhà hàng,+84 767 139 764,"Thái Street, 118 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",118 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
713,ChIJSy2PXv6JoDERYl8-Ywry_Qo,Quán Ăn Câu Cá Giải Trí Quê Tui,Nhà hàng,Nhà hàng,+84 939 537 339,"Quán Ăn Câu Cá Giải Trí Quê Tui, 11 Đ. Nguyễn Văn Linh, Khu vực 10, Cái Răng, Cần Thơ, Việt Nam","Khu vực 10, Cái Răng",11 Đ. Nguyễn Văn Linh,Cần Thơ,,"Cái Răng, Cần Thơ",VN
714,ChIJ_ydU_l6JoDER2MYZCmZI5wM,Quán bia sệt 63,Quán ăn nhỏ,"Quán ăn nhỏ, Quán bia",+84 839 385 685,"Quán bia sệt 63, 1/1C Đ. Mậu Thân, An Nghiệp, Ninh Kiều, Cần Thơ, Việt Nam","An Nghiệp, Ninh Kiều",1/1C Đ. Mậu Thân,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
715,ChIJg0b-apOHoDERaU6nxbHhQKY,Quán cháo cá lóc Vươn Mận,Nhà hàng,Nhà hàng,,"Quán cháo cá lóc Vươn Mận, C4-20, Khu Dân Cư An Thới, Phường Bùi Hữu Nghĩa, Quận Bình Thuỷ, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều","C4-20, Khu Dân Cư An Thới, Phường Bùi Hữu Nghĩa, Quận Bình Thuỷ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
716,ChIJF7iMrPGHoDERop18SzUAClo,Quán 85 Trâu luộc mẻ,Nhà hàng gia đình,Nhà hàng gia đình,+84 772 122 251,"Quán 85 Trâu luộc mẻ, 85 Đ. Cách Mạng Tháng 8, An Thới, Bình Thủy, Cần Thơ, Việt Nam","An Thới, Bình Thủy",85 Đ. Cách Mạng Tháng 8,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
717,ChIJMfjeW9KHoDERt12Td-S95A8,Quán ăn gia đình DÂU TẰM RIVERSIDE,Quán bia sân vườn,Quán bia sân vườn,+84 939 123 508,"Quán ăn gia đình DÂU TẰM RIVERSIDE, 349A Đ. Bùi Hữu Nghĩa, Bình Thuỷ, Bình Thủy, Cần Thơ 900000, Việt Nam","Bình Thuỷ, Bình Thủy",349A Đ. Bùi Hữu Nghĩa,Cần Thơ,900000.0,"Bình Thủy, Cần Thơ",VN
719,ChIJV64Ju-BjoDERN9E_lmgp7Bg,Quán Ốc Hoa,Nhà hàng hải sản,Nhà hàng hải sản,,"Quán Ốc Hoa, 42-44 Đ. Lương Định Của, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",42-44 Đ. Lương Định Của,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
722,ChIJ-f2oaEeJoDERSI6RU3gRciU,Thơm Rùm Quán,Nhà hàng,Nhà hàng,,"Thơm Rùm Quán, 122/6a Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",122/6a Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
723,ChIJXc1TDtBjoDERwUp2ku3e5mg,Bún Chả Hà Nội Kim Anh,Quán ăn nhỏ,Quán ăn nhỏ,+84 906 109 206,"Bún Chả Hà Nội Kim Anh, 50 Đ. Trương Định, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",50 Đ. Trương Định,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
724,ChIJT9OxzBiHoDERBEjk1LhGcs4,Seoul Bulgogi BBQ,Nhà hàng Hàn Quốc,Nhà hàng Hàn Quốc,,"Seoul Bulgogi BBQ, 56 Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",56 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
725,ChIJZzveuuSJoDERKCGkTRykQjs,Bún Mắm Chị Tuyết Cái Răng,Quán ăn nhỏ,Quán ăn nhỏ,+84 326 268 369,"2Q42+458 Bún Mắm Chị Tuyết Cái Răng, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",2Q42+458,Cần Thơ,,"Cái Răng, Cần Thơ",VN
726,ChIJ-X0aJTWIoDER6nMOAluRAjc,Quán Cháo Vịt Hồng,Quán ăn nhỏ,Quán ăn nhỏ,+84 938 553 492,"Quán Cháo Vịt Hồng, 91 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",91 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
727,ChIJm4nKrSiJoDER16C9IYvLFZA,Quán Lẩu Chay An Nhiên,Nhà hàng cho người ăn chay,Nhà hàng cho người ăn chay,+84 939 234 070,"Quán Lẩu Chay An Nhiên, 02 Nguyễn Văn Trỗi, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",02 Nguyễn Văn Trỗi,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
728,ChIJzajX_fNjoDER8VlmM29sjFw,Quán ăn A Ni,Nhà hàng,Nhà hàng,+84 939 375 633,"Quán ăn A Ni, 114 Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",114 Đường Hai Bà Trưng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
732,ChIJS-Zp0xWIoDERDn1FnvEarcc,Quán Ăn Tư Dầy,Gian hàng rong,Gian hàng rong,+84 976 201 367,"Quán Ăn Tư Dầy, 6A, Tổ 2, Khu Vực 2, Phường An Khánh, Quận Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều","6A, Tổ 2, Khu Vực 2, Phường An Khánh, Quận Ninh Kiều",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
737,ChIJKyQWOECJoDER3_pTDJ6Bldc,Cơm Gà Lê Trang,Quán ăn nhỏ,Quán ăn nhỏ,+84 949 568 795,"Cơm Gà Lê Trang, 425a Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",425a Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
738,ChIJa8UxPQSJoDERLSaiyUZMvzE,Quán 268,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán 268, 268 Hẻm 558, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",268 Hẻm 558,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
741,ChIJM5L5YKBioDERO1F0ILZkyPg,Bún Riêu Cua - Bún ốc Phương Minh,Quán mì,Quán mì,+84 292 3829 412,"Bún Riêu Cua - Bún ốc Phương Minh, 32 Đ. Nguyễn Khuyến, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",32 Đ. Nguyễn Khuyến,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
742,ChIJNwjEUYNioDER2aaKO18cPfY,Quán Ăn Gia Đình Thảo NHI Cần Thơ,Nhà hàng,Nhà hàng,+84 939 692 975,"Quán Ăn Gia Đình Thảo NHI Cần Thơ, khu dân cư, Đường A1,P011, Cái Răng, Cần Thơ, Việt Nam","KDC Hưng Phú 1, Cái Răng","khu dân cư, Đường A1,P011",Cần Thơ,,"Cái Răng, Cần Thơ",VN
743,ChIJU2rcp7GJoDERMksdkyNHv6Q,Quán cháo Thẩm,Quán ăn nhỏ,Quán ăn nhỏ,,"2P4X+2R2 Quán cháo Thẩm, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",2P4X+2R2,Cần Thơ,,"Cái Răng, Cần Thơ",VN
745,ChIJ8cqo4YyJoDERi3zzBn9WkhI,Quán cơm Ngon,Nhà hàng gia đình,Nhà hàng gia đình,,"Quán cơm Ngon, Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
748,ChIJS8WT83tjoDERUCTPF2Mo_QA,Quán chay Ngọc Thảo,Nhà hàng cho người ăn chay,Nhà hàng cho người ăn chay,+84 944 738 758,"Quán chay Ngọc Thảo, 98 Nguyễn Thái Học, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",98 Nguyễn Thái Học,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
