,place_id,name,main_category,phone,address
2038,ChIJw40MbTSJoDERB_yS78mBKBQ,Cà Phê Thanh Giang,Quán cà phê,0905 520 925,"Cà Phê Thanh Giang, 4/6/64, 4 Đ. Bùi Thị Xuân, An Hội, Ninh Kiều, Cần Thơ"
2039,ChIJQ6CwxIyJoDER0W8P5DtJmgQ,Cà Phê Vợt hẻm 67,Quán cà phê,,"Cà Phê Vợt hẻm 67, 67 Đ. Phan Đăng Lưu, Thới Bình, Ninh Kiều, Cần Thơ"
2040,ChIJa8uw_eCJoDEROJJknneetps,Cà Phê Ngọc Giàu,Quán cà phê,,"Cà Phê Ngọc Giàu, 94 Hùng Vương, An Cư, Ninh Kiều, Cần Thơ"
2045,ChIJMbci7j-JoDER19E7pJ761QI,Cà Phê Sạch Black Gold - Ngọc Trâm,Quán cà phê,,"Cà Phê Sạch Black Gold - Ngọc Trâm, 155duong Hoàng Văn Thụ, An Cư, Ninh Kiều, Cần Thơ"
2055,ChIJU7XiLAOIoDERB8JnrSoqJ5c,Cà Phê - Bida Hoàn Vũ,Quán cà phê,0292 3845 858,"Cà Phê - Bida Hoàn Vũ, 58 Hùng Vương, An Hội, Ninh Kiều, Cần Thơ 90000"
2057,ChIJoZdADQOIoDER16Ns37KdyrA,Cà Phê Minh Vy,Quán cà phê,0292 3766 292,"Cà Phê Minh Vy, 35 Đ. Phạm Ngũ Lão, Thới Bình, Ninh Kiều, Cần Thơ"
2059,ChIJsS7MBhyIoDERKa6-jKENpz8,Quán Cà Phê Anh Thư,Quán cà phê,7103833056,"Quán Cà Phê Anh Thư, 68 Đ. Trần Hưng Đạo, An Cư, Ninh Kiều, Cần Thơ"
2062,ChIJq6qqBw-IoDERl5EtDANGrrw,Quán Cà Phê 187,Quán cà phê,0292 3787 823,"Quán Cà Phê 187, 187, 30/04, Quận Ninh Kiều, TP. Cần Thơ, Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
2065,ChIJjYLCnp5ioDERaRD6-_IJ1tE,Cà Phê 166,Quán cà phê,,"Cà Phê 166, 166 Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ"
2066,ChIJEaqt1WuJoDERc9AcimoZA5I,Quán Cafe 237,Quán cà phê,,"Quán Cafe 237, 28 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ"
2068,ChIJX_1NkAiJoDERFowOdnOG0JA,Cafe ninh kiều,Quán cà phê,,"Cafe ninh kiều, 516 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ"
2069,ChIJ467rYLmJoDERS5JYuLMdRnY,Café-Wifi Phượng,Quán cà phê,,"Café-Wifi Phượng, 189 Trần Hưng Đạo nối dài, Lê Bình, Cái Răng, Cần Thơ"
2072,ChIJ34DOHkGJoDER9axpfcQMMvg,Quán Coffee Chill,Quán cà phê,0827 734 511,"Quán Coffee Chill, 255 Đ. Nguyễn Đệ, An Hoà, Ninh Kiều, Cần Thơ"
2073,ChIJ6zJHdKGJoDERhZ69fEg2cek,Cafe trung nguyên (quán bà ba),Quán cà phê,,"Cafe trung nguyên (quán bà ba), 16 Đ. Võ Trường Toản, An Hoà, Ninh Kiều, Cần Thơ"
2074,ChIJq6qqBw-IoDERgo29QxdijuU,Quán Cà Phê Wifi Góc Phố,Quán cà phê,0939 557 169,"Quán Cà Phê Wifi Góc Phố, 313, Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ"
2075,ChIJq6qqBw-IoDER3u9NnMQd814,Quán Cà Phê Kim Phượng,Quán cà phê,0292 3895 835,"Quán Cà Phê Kim Phượng, 77 A5 D2, Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ"
2086,ChIJLxdxRVCJoDERtNUb6CNkMsE,1997 Coffee Take away,Quán cà phê,0388 599 847,"1997 Coffee Take away, 132/22 Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ 90000"
2088,ChIJ_b4jGlGJoDERuQECSi9s2g8,Coffee Trang Min,Quán cà phê,,"Coffee Trang Min, 57 Đ. Nguyễn Đệ, An Hoà, Ninh Kiều, Cần Thơ 92000"
2089,ChIJq6qqBw-IoDERVwFlogY5vKg,Quán Cà Phê Anh Thư,Quán cà phê,0916 269 552,"Quán Cà Phê Anh Thư, 85A C2 K2, Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ"
2090,ChIJq6qqBw-IoDERw1EHhcBqHew,Quán Cà Phê Vân Linh,Quán cà phê,0292 3894 635,"Quán Cà Phê Vân Linh, 271, Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ"
2091,ChIJq6qqBw-IoDERlTexTOr42jk,Quán Cà Phê Phúc Nguyên,Quán cà phê,0292 6291 102,"Quán Cà Phê Phúc Nguyên, 297 D7 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
2092,ChIJq6qqBw-IoDERCaoOYXP76IA,Quán Cà Phê Phương Trang,Quán cà phê,0939 111 507,"Quán Cà Phê Phương Trang, 389, Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ"
2093,ChIJq6qqBw-IoDERXBYKQwFvZgQ,Quán Cà Phê Anh Minh,Quán cà phê,0909 165 887,"Quán Cà Phê Anh Minh, 10 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
2094,ChIJq6qqBw-IoDERQnkkRGB7jB0,Quán Cà Phê Mây Trắng,Quán cà phê,0988 232 459,"Quán Cà Phê Mây Trắng, 161A Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
2095,ChIJq6qqBw-IoDER_RSe2u8XB1A,Quán Cà Phê Trinh,Quán cà phê,0292 6235 448,"Quán Cà Phê Trinh, 631, Đường Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ"
2097,ChIJq6qqBw-IoDERDcmagz6OO6I,Quán Cà Phê Cây Bàng,Quán cà phê,0292 3890 735,"Quán Cà Phê Cây Bàng, 141/7, Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ"
2098,ChIJq6qqBw-IoDERRvUMPflddmU,Quán Cà Phê Green,Quán cà phê,0903 987 656,"Quán Cà Phê Green, 179, Đường Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ"
2099,ChIJq6qqBw-IoDER4-MDQ42f7E4,Tiệm Cà Phê Bida Ngọc,Quán cà phê,0292 2222 633,"Tiệm Cà Phê Bida Ngọc, 34 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
2100,ChIJq6qqBw-IoDERQVVAq0B3RpY,Quán Cà Phê Thu Nga,Quán cà phê,0292 6546 784,"Quán Cà Phê Thu Nga, 388/14, Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ"
2101,ChIJq6qqBw-IoDER13mc_R3Qhr8,Quán Cà Phê Bằng Lăng,Quán cà phê,0906 699 624,"Quán Cà Phê Bằng Lăng, 279, Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ"
2102,ChIJq6qqBw-IoDER6-igIXag3ZM,Cửa Hàng Trà Cà Phê,Quán cà phê,0292 3835 668,"Cửa Hàng Trà Cà Phê, 291E Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
2103,ChIJq6qqBw-IoDERiqVN3MHHvsc,Quán Cà Phê Cao Nguyên,Quán cà phê,0292 3893 924,"Quán Cà Phê Cao Nguyên, 268, Đường Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ"
2104,ChIJq6qqBw-IoDERqdMT7rldKk4,Tiệm Cà Phê Sinh Tố Thảo Trang,Quán cà phê,0903 111 991,"Tiệm Cà Phê Sinh Tố Thảo Trang, 132D Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
2105,ChIJq6qqBw-IoDER7Eb7Fpcb1f8,Quán Cà Phê Tâm 2,Quán cà phê,0292 3892 658,"Quán Cà Phê Tâm 2, 341 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
2107,ChIJ7zPGSg6IoDERGasbXoy3px0,Cà Phê Tâm 2,Quán cà phê,0292 3893 678,"Cà Phê Tâm 2, 333 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
2109,ChIJ8cw_qhGIoDERBZ8BXgmX7Yg,Quán Cà Phê Hồng Nhi,Quán cà phê,0928 998 768,"Quán Cà Phê Hồng Nhi, 84 Đ. Mậu Thân, An Hoà, Ninh Kiều, Cần Thơ 900000"
2115,ChIJfYMORm2IoDERr2Rd4ZVuf8I,Cà Phê Ven Sông,Quán cà phê,,"Cà Phê Ven Sông, 3 Đường số 6, Phường An Khánh, Ninh Kiều, Cần Thơ"
2116,ChIJRegHsC6JoDERcTvG3E4I8fQ,Cà phê An Vy,Quán cà phê,,"Cà phê An Vy, 10 Đ. Tô Hiến Thành, Phường An Khánh, Ninh Kiều, Cần Thơ"
2117,ChIJ-3CARX-JoDERJgljy0M1GZc,Cà phê Nhật Quỳnh,Quán cà phê,,"Cà phê Nhật Quỳnh, 12 Đường Số 20, Phường An Khánh, Ninh Kiều, Cần Thơ"
2121,ChIJmZeh9g2JoDERKm5txSLEV7s,COFFEE 26,Quán cà phê,0789 522 626,"COFFEE 26, 26 Đ. Nguyễn Hiền, Khu dân cư 91B, Ninh Kiều, Cần Thơ"
2123,ChIJIbFRxB2JoDERQDUqurikVrc,Rom' Coffee,Quán cà phê,,"Rom' Coffee, 127 Đường Trần Văn Long, Phường An Khánh, Ninh Kiều, Cần Thơ 900000"
2127,ChIJA_d3tEiJoDERLBBlA5moGNE,Cà phê 39,Quán cà phê,,"Cà phê 39, 397 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ"
2128,ChIJ08eX9CaHoDERs7abBQyG-E0,Cafe T80,Quán cà phê,,"Cafe T80, 553 Trần Quang Diệu, An Thới, Bình Thủy, Cần Thơ"
2131,ChIJOT7Jr9WJoDER1K_bl-hI3zY,Cà phê Gum,Quán cà phê,,"2QV6+C42 Cà phê Gum, Phường An Khánh, Ninh Kiều, Cần Thơ"
2132,ChIJ_fjoMGyJoDERL3SbwVsfx5U,Quán cafe bảo pro,Quán cà phê,,"Quán cafe bảo pro, 174 Đường Trần Văn Long, Phường An Khánh, Ninh Kiều, Cần Thơ"
2134,ChIJNaYZXICJoDERxu11dG13Ab8,Cà phê Thanh Tuyền,Quán cà phê,,"Cà phê Thanh Tuyền, 61 Đường số 6, KV2, Ninh Kiều, Cần Thơ"
2136,ChIJmUvqVmyIoDERIHzanzB9NUY,Cà Phê Phương Quyên,Quán cà phê,,"2QR4+J5M Cà Phê Phương Quyên, Đ. Tô Hiến Thành, Phường An Khánh, Ninh Kiều, Cần Thơ"
2137,ChIJbZlVMxKIoDERHDCVDTGATKI,Cà Phê Hoàng Nam,Quán cà phê,0908 481 590,"Cà Phê Hoàng Nam, 134 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
2151,ChIJz82931qJoDERE5S7wkg500k,Quán Cafe Nhà Chị Hường,Quán cà phê,,"Quán Cafe Nhà Chị Hường, 132x12 Hẻm Liên Tổ 1 - 2, Phường An Khánh, Ninh Kiều, Cần Thơ"
2152,ChIJlcV-pTKJoDERIhmmS3KMCD4,Cà phê cây bàng,Quán cà phê,,"2QQ5+6WW Cà phê cây bàng, Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
2155,ChIJSd8RUOGJoDERCtqP8bw3J1I,Cà phê Nước ép - Sinh tố Minh Huy 165,Quán cà phê,,"Cà phê Nước ép - Sinh tố Minh Huy 165, 165 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
2158,ChIJF23Wv9qJoDERKlqsMRFANvM,Quán cà phê Đăng,Quán cà phê,,"2QH6+22F Quán cà phê Đăng, Đ. Số 2, Hưng Lợi, Ninh Kiều, Cần Thơ"
2160,ChIJ-5O7NeSJoDERM4v-ezvyAMw,"CŨ MÈM - Ở đây có bán cà phê, trà , sữa hạt và bánh ăn sáng",Quán cà phê,0977 636 201,"CŨ MÈM - Ở đây có bán cà phê, trà , sữa hạt và bánh ăn sáng, 171 Đ. Nguyễn Tri Phương, Phường An Khánh, Ninh Kiều, Cần Thơ"
2161,ChIJc7Ge-QJjoDERfmiVWsYZ8Mg,42Thảo Cafe,Quán cà phê,0919 392 526,"42Thảo Cafe, 44 Đ. Nguyễn Đức Cảnh, An Hội, Ninh Kiều, Cần Thơ"
2167,ChIJYcIQcGGJoDERxASBoudj3T0,Quán cà phê đặc sản,Quán cà phê,,"Quán cà phê đặc sản, 136b Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
2168,ChIJ7ZI9YxOIoDERZuNNrH8nhpo,Cà Phê Minh Thư,Quán cà phê,0936 023 027,"Cà Phê Minh Thư, 136 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
2169,ChIJRRkrvRSIoDERIyNQJrn-s5U,Quán Cà Phê Huỳnh Lương,Quán cà phê,0949 444 774,"Quán Cà Phê Huỳnh Lương, 148 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ 900000"
2171,ChIJ9UHqUgCJoDERHIqA3KfXg44,Cà phê 388,Quán cà phê,,"2QP5+RHJ Cà phê 388, Hẻm 388 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
2172,ChIJoZ54gAqJoDER2_WjCIDLhiw,Cà Phê Sạch Black Gold - Lê Huy cofffe,Quán cà phê,,"Cà Phê Sạch Black Gold - Lê Huy cofffe, 354 QL91B, Phường An Khánh, Ninh Kiều, Cần Thơ"
2173,ChIJs89zdxaJoDERBhJZuqzqelo,Quán cafe hồng ngọc,Quán cà phê,0389 506 808,"2PMX+G7G Quán cafe hồng ngọc, Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
2174,ChIJRRKxvl-JoDERZCmiyxBoZ30,Cà phê Gold Ocean Coffee,Quán cà phê,0859 888 865,"Cà phê Gold Ocean Coffee, 853 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ 90000"
2175,ChIJXYMf-bSJoDERDX2M-4Kvib0,Cà phê võng Khánh Linh,Quán cà phê,,"Cà phê võng Khánh Linh, 298 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
2176,ChIJM8xhSkGIoDERowNTvX5Oz28,Quán Cà Phê Hoàng Quyên,Quán cà phê,0292 3894 443,"Quán Cà Phê Hoàng Quyên, 312 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
2188,ChIJDQQyEmiIoDERsqpn_cweJrY,Quán Cà Phê Tuyết,Quán cà phê,0292 3893 649,"Quán Cà Phê Tuyết, 302A/1, Đường Quốc Lộ 91B, Quận Ninh Kiều, TP.Cần Thơ, Phường An Khánh, Ninh Kiều, Cần Thơ"
2189,ChIJ1xN2p0KIoDERRPU0KldHj0w,Cà Phê M7,Quán cà phê,0932 886 211,"2PMX+P48 Cà Phê M7, Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
2190,ChIJQ9Zql0KIoDERvo_8gY8kukM,Quán Cà Phê Giọt Đắng,Quán cà phê,0292 2240 193,"Quán Cà Phê Giọt Đắng, 337 QL91B, Phường An Khánh, Ninh Kiều, Cần Thơ"
2191,ChIJZZBukUKIoDER8WgJ71ZS51k,Cà Phê Anh Thơ,Quán cà phê,0292 6500 828,"Cà Phê Anh Thơ, 337 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
2192,ChIJgW-GsUOIoDERf2rbq10-XF8,Quán Cà Phê 79,Quán cà phê,0292 3893 698,"Quán Cà Phê 79, 316, Quốc Lộ 91B, Quận Ninh Kiều, Tp Cần Thơ, Phường An Khánh, Ninh Kiều, Cần Thơ"
2193,ChIJg17jsUOIoDERbnsnO-rIU7I,Quán Cà Phê Nguyễn Huỳnh,Quán cà phê,0292 6445 663,"Quán Cà Phê Nguyễn Huỳnh, 230 KDC Thới Nhựt, Quận Ninh Kiều, Tp Cần Thơ, Phường An Khánh, Ninh Kiều, Cần Thơ"
2194,ChIJB931bLuJoDERluZ_GxQ3cr8,"Trà sữa,cà phê Hương Lúa",Quán cà phê,,"Trà sữa,cà phê Hương Lúa, 329 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
2195,ChIJ76WrB2iIoDEReR16nhN2OCg,Quán Cà Phê Kim Quyên,Quán cà phê,0939 060 896,"Quán Cà Phê Kim Quyên, 32 QL91B, Phường An Khánh, Ninh Kiều, Cần Thơ"
2196,ChIJhTcnJ7uJoDERoVyQfufaqXk,CÀ PHÊ AN NHIÊN ( nuôi on ),Quán cà phê,0901 687 576,"CÀ PHÊ AN NHIÊN ( nuôi on ), 379 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ 94000"
2197,ChIJraFbQ0KJoDER9rOcsWRLgiU,Cà Phê Sạch Black Gold - Zone,Quán cà phê,,"Cà Phê Sạch Black Gold - Zone, 210 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
2198,ChIJJY4TDmqJoDERNyZ7N2U56dM,Cà Phê SK,Quán cà phê,0939 393 609,"Cà Phê SK, 455 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ"
2202,ChIJSxZoCneJoDERrojQb8yoGyk,Quán Cafe Hoàng Phụng,Quán cà phê,,"XPJW+5W6 Quán Cafe Hoàng Phụng, Thường Thạnh, Cái Răng, Cần Thơ"
2211,ChIJO_fHPttjoDERnzcPtnRaSn0,Cafee Asin,Quán cà phê,,"2Q6R+VMR Cafee Asin, Phạm Văn Nhờ, KHU DÂN CƯ ĐÔ THỊ MỚI HƯNG PHÚ, Cái Răng, Cần Thơ"
2212,ChIJc_edqIOJoDERb0dXvKK604M,Coffee ZEN,Quán cà phê,,"Coffee ZEN, 261A, An Bình, Ninh Kiều, Cần Thơ"
2213,ChIJzw-zM1GIoDER93K5Pjmj4O4,Café Võng,Quán cà phê,,"2PCR+3FG Café Võng, Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ"
2216,ChIJ0_fVjhuJoDERgtMlvUsu-pI,Ca Phe Vong HIEN,Quán cà phê,,"2P8P+25V Ca Phe Vong HIEN, An Bình, Ninh Kiều, Cần Thơ"
2222,ChIJX5dsDWVjoDERgBFUvDeN3g8,Cà Phê Mi,Quán cà phê,,"Cà Phê Mi, H161 Đ. Bùi Quang Trinh, Phú Thứ, Cái Răng, Cần Thơ"
2225,ChIJh5RzWu-JoDERLbJwyfAZIrk,Cafe 923,Quán cà phê,,"Cafe 923, 29A1 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ"
2237,ChIJ9QYkdRKJoDERmgKMmMm0ecc,Quán Cà Phê Mỹ Thúy,Quán cà phê,0292 3848 909,"Quán Cà Phê Mỹ Thúy, 190 Ấp Mỹ Phước, Huyện Phong Điền, Mỹ Khánh, Phong Điền, Cần Thơ"
2258,ChIJwU2__a6JoDERl05WdN6HaYE,Quán Cà Phê Như Huỳnh,Quán cà phê,0292 3575 603,"Quán Cà Phê Như Huỳnh, 61/4, Lộ Vòng Cung, Quận Ninh Kiều, An Bình, Ninh Kiều, Cần Thơ"
2259,ChIJC87x_7GJoDERhRSipU0vSdY,Quán Cà Phê Minh Thư,Quán cà phê,0292 3815 252,"Quán Cà Phê Minh Thư, 183/4, Đường Lộ Vòng Cung, An Bình, Ninh Kiều, Cần Thơ"
2260,ChIJe4bPAa6JoDERBw12YlpJk24,Quán Cà Phê Giải Khát Phạm Quốc Huy,Quán cà phê,0854 419 422,"Quán Cà Phê Giải Khát Phạm Quốc Huy, 54/2, Đường Lộ Vòng Cung, An Bình, Ninh Kiều, Cần Thơ"
2272,ChIJwbjrrLOJoDER8EXZ-fKVpeU,Hong Minh Coffee Shop,Quán cà phê,0292 3986 543,"Hong Minh Coffee Shop, 116, Highway 1A, Cai Rang District, Can Tho City, An Bình, Ninh Kiều, Cần Thơ"
2273,ChIJ57VG7kyIoDERiSkb1H2KSdY,Cà Phê Võng 94,Quán cà phê,,"2Q72+Q82 Cà Phê Võng 94, Đ. Trần Vĩnh Kiết, An Bình, Ninh Kiều, Cần Thơ"
2276,ChIJ31z4G6SJoDERu9QZni4h69Y,Quán cafe Trịn,Quán cà phê,0904 888 961,"2Q62+89Q Quán cafe Trịn, BV, Hưng Lợi, Ninh Kiều, Cần Thơ"
2290,ChIJd7cLgbKJoDERFG84hvkyyYY,Cà Phê Hồng Nhi,Quán cà phê,,"2P6W+3R3 Cà Phê Hồng Nhi, An Bình, Ninh Kiều, Cần Thơ"
2291,ChIJNY1pCbOJoDER-A1MxW5dN1E,Cà Phê Khả Phương,Quán cà phê,,"2Q52+X67 Cà Phê Khả Phương, 98 Đ. 3 Tháng 2, An Bình, Ninh Kiều, Cần Thơ"
2292,ChIJDVzJC7OJoDER-GKxpgnE0Vg,Cà Phê Dota,Quán cà phê,0292 3512 072,"Cà Phê Dota, 1 Đ. 3 Tháng 2, An Bình, Ninh Kiều, Cần Thơ"
2293,ChIJyc_MqbOJoDERw5CnmjIzorg,Kiều Trang Cà Phê Hạt Nguyên Chất,Quán cà phê,,"2Q52+V4W Kiều Trang Cà Phê Hạt Nguyên Chất, ĐT923, An Bình, Ninh Kiều, Cần Thơ"
2294,ChIJhYpHW7OJoDERhTXrixHptJA,Quán Cà Phê Như,Quán cà phê,0292 3846 011,"Quán Cà Phê Như, 105/3, Đường 3/2, Phường An Bình, Quận Ninh Kiều, An Bình, Ninh Kiều, Cần Thơ"
2295,ChIJdXIbDK6JoDERQlyr-n3gy4g,Quán Cà Phê Giải Khát Ngọc Ngân,Quán cà phê,0854 304 319,"Quán Cà Phê Giải Khát Ngọc Ngân, 163/4, Đường Lộ Vòng Cung, Phường An Bình, Quận Ninh Kiều, An Bình, Ninh Kiều, Cần Thơ"
2296,ChIJj1mHTUuIoDERRzCyTEWFvRg,Quán Cà Phê Quế Hương,Quán cà phê,0292 3502 214,"Quán Cà Phê Quế Hương, 146/2, Quốc Lộ 1A, Quận Cái Răng, Hưng Lợi, Ninh Kiều, Cần Thơ"
2297,ChIJ37EIS7KJoDERwtFLCpoYAmY,Cà Phê Thiện Ngân,Quán cà phê,0984 278 729,"Cà Phê Thiện Ngân, 134 Đ. 3 Tháng 2, An Bình, Ninh Kiều, Cần Thơ"
2298,ChIJyUUVZbOJoDERQvm0h3WEWcE,Quán Cà Phê 110,Quán cà phê,0292 3915 331,"Quán Cà Phê 110, 110/3, Quốc Lộ 1A, P. An Bình, Quận Ninh Kiều, An Bình, Ninh Kiều, Cần Thơ"
2299,ChIJPS2hJrGJoDERQW9bGEP1XPI,My Huong Coffee Shop,Quán cà phê,0979 518 746,"My Huong Coffee Shop, City, 15/2 Ngô Quyền, Street, Cái Răng, Cần Thơ"
2300,ChIJq8EUsbSJoDERjT7n4sdef3M,Quán Cà Phê Hoàng,Quán cà phê,0776 174 702,"Quán Cà Phê Hoàng, 166/1B, Quốc Lộ 1A, Quận Cái Răng, Hưng Lợi, Ninh Kiều, Cần Thơ"
2301,ChIJ3fQ7t7SJoDERQMJYgi7tk7c,Quán Cà Phê Vân Thanh,Quán cà phê,0292 3914 458,"Quán Cà Phê Vân Thanh, 168/1A, Quốc Lộ 1A, P. Lê Bình, Quận Cái Răng, Hưng Lợi, Ninh Kiều, Cần Thơ"
2303,ChIJDwGtTUuIoDERtS0_vSoM_Rk,Quán Cà Phê Cường Đạt,Quán cà phê,0918 103 879,"Quán Cà Phê Cường Đạt, 183/3, Quốc Lộ 1A, Quận Cái Răng, Hưng Lợi, Ninh Kiều, Cần Thơ"
2306,ChIJo4rQ0bCJoDERdU7t2FIbd8c,Quán Cà Phê Mỹ Nga,Quán cà phê,0292 3844 283,"Quán Cà Phê Mỹ Nga, 566 Nguyễn Trãi, Lê Bình, Cái Răng, Cần Thơ"
2309,ChIJk8HzT7WJoDERhcFighE-r8s,Quán Cà Phê Thiên Trang,Quán cà phê,0987 250 339,"Quán Cà Phê Thiên Trang, 59 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ"
2310,ChIJE4TR0mOJoDERR48z-Q-_10s,Cà Phê Sạch Black Gold - Ami,Quán cà phê,,"2QC4+W6J Cà Phê Sạch Black Gold - Ami, Đ. Nguyễn Hiền, Khu dân cư 91B, Ninh Kiều, Cần Thơ"
2311,ChIJ0zTfM1WJoDERfyIET1KxBTg,Cà phê điểm tâm A59,Quán cà phê,0939 017 596,"Cà phê điểm tâm A59, 117 Đ. Nguyễn Hiền, Hưng Lợi, Ninh Kiều, Cần Thơ"
2312,ChIJ10PEgiOIoDERItd13iCRZEo,Bros Coffee,Quán cà phê,,"Bros Coffee, 6 Hẻm 132 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ"
2313,ChIJK4jSTTOJoDERD4TZYDUhEYs,Quán Cafe Dâu Tây,Quán cà phê,,"Quán Cafe Dâu Tây, số 66 Đ. B34, Khu dân cư 91B, Ninh Kiều, Cần Thơ"
2314,ChIJMV2ATLaJoDERQSgZOWyBIpc,Cà phê thanh thảo,Quán cà phê,,"2QC3+9VX Cà phê thanh thảo, Đ. Trần Hoàng Na, Khu dân cư 91B, Ninh Kiều, Cần Thơ"
2315,ChIJdb_BEASJoDERM0aCme_TLlE,Cà phê Hạt,Quán cà phê,,"Cà phê Hạt, 179 Đ. Nguyễn Hiền, Hưng Lợi, Ninh Kiều, Cần Thơ"
2316,ChIJQYMmgGeJoDERxxylQpM5lS4,Quán cà phê Mối,Quán cà phê,,"Quán cà phê Mối, 55 Hẻm 132 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ"
2326,ChIJHRus5kiIoDERh9At3drAewg,Tiệm Cà Phê Kim Sơn,Quán cà phê,0292 3893 845,"Tiệm Cà Phê Kim Sơn, 32B24, Khu Dân Cư 91B, Quận Ninh Kiều, Tp Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ"
2327,ChIJ1c_XtzCJoDERJ4NuFoojE5A,Cafe - Điểm Tâm: PHƯƠNG TÂM,Quán cà phê,,"Cafe - Điểm Tâm: PHƯƠNG TÂM, 48 Trần Hoàng Na, An Bình, Ninh Kiều, Cần Thơ"
2328,ChIJN8NMd76JoDERh_dAS8RhXYw,Cà Phê Anh Thư,Quán cà phê,,"Cà Phê Anh Thư, 99c Trần Hoàng Na, phường, Ninh Kiều, Cần Thơ"
2329,ChIJj8FlM0aIoDEROBqFUmQzdq8,Cà Phê - Điểm Tâm Chương,Quán cà phê,,"Cà Phê - Điểm Tâm Chương, 42 Đường B22, Hưng Lợi, Ninh Kiều, Cần Thơ 92000"
